Site,Participant_ID,RowNumber,session_id,age,attentioncorrect,big5_01_E,big5_02_Ar,big5_03_C,big5_04_N,big5_05_O,big5_06_Er,big5_07_A,big5_08_Cr,big5_09_Nr,big5_10_Or,elm_01,elm_02,elm_03,elm_04,elm_05,gender,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06r,intrinsic_07r,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,major,mood_01,mood_02,nfc_01,nfc_02r,nfc_03r,nfc_04,nfc_05,nfc_06r,selfesteem,stress_01,stress_02r,stress_03r,stress_04,year,Station
PacificLutheranUniversity,102,2269,7606252,18,i read the instructions,2,5,5,3,3,3,1,5,5,6,5,4,4,4,3,2,2,3,3,3,3,2,2,3,3,3,1,2,3,3,3,psychology,5,5,4,2,2,4,4,2,3,4,3,2,4,1,NA
PacificLutheranUniversity,103,2270,7606385,18,soccer,7,3,5,2,5,2,6,3,6,4,7,7,6,6,6,1,2,2,2,2,3,3,3,3,2,4,3,3,3,4,4,Undecided,2,2,3,2,4,4,4,2,5,2,4,4,2,1,NA
PacificLutheranUniversity,104,2304,7608411,20,i read the instructions,1,6,5,7,5,7,4,4,3,3,9,9,9,9,9,1,2,1,1,3,3,3,3,3,2,4,3,2,4,4,4,history,3,3,2,4,4,2,3,2,1,3,3,3,2,2,NA
PacificLutheranUniversity,105,2767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PacificLutheranUniversity,107,2344,7610031,18,I read the instructions,6,3,5,5,5,3,5,5,5,5,6,5,7,8,6,2,2,3,2,3,2,3,3,3,4,4,3,3,3,3,3,Business,3,3,4,2,2,2,4,4,5,3,4,4,4,1,NA
PacificLutheranUniversity,108,2345,7610148,19,I read the instructions,7,5,7,1,5,1,6,1,7,4,6,7,6,5,6,2,3,3,2,3,3,2,3,4,4,4,4,4,3,2,4,History,2,2,3,2,3,3,4,4,7,2,5,4,2,1,NA
PacificLutheranUniversity,109,2346,7610232,18,I read the instructions,3,2,6,2,5,6,7,2,6,5,8,6,6,4,6,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,Psychology,2,2,4,2,2,4,5,2,6,3,4,4,3,1,NA
PacificLutheranUniversity,11,790,7457614,18,NA,5,5,7,2,6,4,6,1,5,5,6,8,8,5,6,1,2,2,2,4,3,3,2,4,3,4,2,4,3,4,4,NA,3,2,3,1,1,3,3,2,7,3,5,4,1,1,NA
PacificLutheranUniversity,110,2347,7610427,19,I read the instructions,6,5,6,5,2,2,5,4,6,6,7,6,8,6,7,2,3,2,2,3,1,3,3,3,3,3,3,3,3,2,4,NA,2,2,4,3,4,2,3,4,6,3,5,3,3,1,NA
PacificLutheranUniversity,111,2348,7610545,19,NA,7,5,7,5,7,7,7,4,5,1,9,1,9,9,9,2,4,3,1,4,3,4,3,4,4,4,4,4,4,4,4,kiniesiology,2,1,1,4,4,2,3,4,7,4,4,4,3,1,NA
PacificLutheranUniversity,12,793,7457923,18,i read the instructions,6,3,6,4,5,2,7,3,6,1,7,5,6,6,5,1,2,2,3,4,4,2,3,3,3,3,3,2,4,4,4,undecided,2,2,2,3,3,3,4,2,6,4,3,3,4,1,NA
PacificLutheranUniversity,13,795,7458017,18,I read the instructions,5,6,7,5,5,4,5,1,4,3,3,3,6,6,4,1,1,1,1,3,2,2,2,3,2,3,3,1,4,4,4,Psychology,3,3,3,3,4,2,4,2,5,4,3,3,3,with junior standing (running start),NA
PacificLutheranUniversity,14,2669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PacificLutheranUniversity,15,2777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PacificLutheranUniversity,16,802,7459625,20,NA,5,4,4,2,6,3,6,3,5,2,5,4,4,3,5,1,2,2,2,3,2,3,2,4,2,3,3,3,3,2,4,psych,3,4,3,2,3,4,3,3,3,2,3,3,1,3,NA
PacificLutheranUniversity,17,803,7459713,18,I read the instructions,7,5,6,3,5,2,6,2,5,4,7,5,5,7,5,1,2,2,2,3,2,3,3,2,2,3,3,2,3,2,3,Nursing,2,2,3,2,4,3,2,3,5,3,4,3,2,1,NA
PacificLutheranUniversity,18,809,7459828,18,NA,6,4,4,3,6,5,6,5,6,3,7,6,6,8,7,1,2,2,2,3,3,3,2,4,2,3,3,2,4,3,4,Business,1,2,4,2,2,3,3,2,5,2,3,3,4,1,NA
PacificLutheranUniversity,19,819,7460035,20,NA,6,7,6,4,7,2,5,1,5,5,8,5,5,5,5,1,3,2,3,4,4,1,2,4,4,3,4,2,3,4,4,Psychology,3,2,3,3,3,4,5,1,6,4,4,4,3,"First year, but because of foreign credits from high-school, it counts at second year.",NA
PacificLutheranUniversity,20,828,7460172,17,I read the instructions,5,5,6,3,5,3,6,2,6,3,7,4,5,4,4,1,2,2,2,3,3,3,2,3,3,2,3,3,3,2,2,Education,2,2,2,2,2,4,2,2,5,3,4,4,3,1,NA
PacificLutheranUniversity,21,833,7460235,20,i read the instructions,1,6,7,1,6,6,3,2,6,5,6,5,5,6,6,2,3,2,3,3,2,2,2,4,4,4,2,1,3,4,3,history,4,4,4,2,4,3,2,2,6,1,5,4,1,2,NA
PacificLutheranUniversity,22,836,7460314,18,I read the instructions,6,7,7,7,7,5,7,5,7,5,4,1,3,4,4,1,2,1,1,4,4,4,4,4,4,4,4,3,4,4,4,Pre nursing,6,4,5,3,4,3,3,5,2,5,1,2,4,Has credits of Junior,NA
PacificLutheranUniversity,23,847,7460887,19,I read the instructions,7,2,5,5,6,1,7,1,4,1,6,6,8,6,7,1,2,1,2,4,3,4,3,4,2,4,3,3,3,1,4,Communications,3,3,4,3,4,2,3,5,2,4,3,3,4,2,NA
PacificLutheranUniversity,24,848,7460937,18,I read the instructions,7,5,7,5,6,2,5,1,6,2,8,7,7,8,7,2,2,2,2,3,3,3,2,4,4,4,3,3,3,1,4,Sociology,2,2,2,2,2,4,4,2,7,2,5,4,1,1,NA
PacificLutheranUniversity,25,849,7460998,18,NA,7,4,6,3,6,5,7,2,6,4,6,6,6,5,6,1,3,3,2,4,3,2,2,3,2,4,2,3,2,2,4,Elementary Education,3,3,4,2,2,4,4,3,5,2,4,4,3,2,NA
PacificLutheranUniversity,26,850,7461063,19,I read the instructions.,6,4,6,3,5,2,5,1,4,3,4,1,2,3,3,1,2,2,1,3,2,3,3,3,3,4,3,1,3,3,4,Nursing,3,3,1,4,3,3,2,4,3,3,3,4,2,1,NA
PacificLutheranUniversity,27,851,7461103,19,I read the instructions,6,5,6,2,7,5,7,5,6,6,5,5,6,7,5,1,3,2,2,4,4,3,3,3,3,4,4,3,3,3,4,Kinesiology,1,1,2,3,3,2,3,3,5,2,4,3,2,1,NA
PacificLutheranUniversity,28,852,7461195,18,I read the instructions,5,4,6,6,5,5,6,1,4,1,5,5,6,6,6,1,2,2,2,4,3,3,3,3,3,3,3,3,4,3,3,Nursing,3,4,4,4,4,3,3,4,5,3,3,2,4,1,NA
PacificLutheranUniversity,29,853,7461269,18,NA,7,1,7,6,7,3,7,1,6,1,5,3,3,5,4,1,2,2,1,4,4,3,2,4,2,4,4,2,4,1,4,Psychology,3,3,2,2,4,2,4,2,1,3,4,3,4,1,NA
PacificLutheranUniversity,30,862,7462464,20,I read the instructions,6,4,7,4,6,5,6,3,6,6,8,5,8,8,5,1,2,3,2,3,3,3,3,3,3,4,3,3,4,3,4,Nursing,2,2,3,2,4,3,2,3,6,2,4,4,3,2,NA
PacificLutheranUniversity,31,863,7462550,18,I read the instructions,6,4,7,5,7,5,7,2,4,5,6,4,4,5,3,1,3,3,2,4,3,3,1,3,2,2,3,4,2,3,2,Nursing,5,5,2,1,4,3,2,2,2,5,2,4,3,1,NA
PacificLutheranUniversity,32,866,7462677,19,I read the instructions,3,5,6,5,6,5,6,1,3,5,4,1,4,5,6,1,2,2,2,3,2,1,2,3,3,4,2,2,3,3,4,Nursing,4,3,4,2,5,3,4,2,5,3,4,3,3,2,NA
PacificLutheranUniversity,33,2795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PacificLutheranUniversity,34,868,7463084,18,I read the instructions,6,4,6,6,6,3,6,3,4,1,6,3,3,5,5,1,2,2,2,3,3,1,2,4,2,3,3,3,2,3,3,Kinesiology,3,4,2,2,3,4,5,3,3,2,2,3,3,1,NA
PacificLutheranUniversity,35,871,7466393,18,I read the instructions,3,5,6,5,7,5,7,2,5,1,3,4,2,1,3,2,2,3,3,4,4,4,2,4,4,4,4,2,3,4,4,Psychology,3,3,4,2,1,4,4,1,6,4,2,4,2,1,NA
PacificLutheranUniversity,36,877,7466531,19,I read the instructions,7,2,7,2,6,3,7,1,7,3,5,4,5,5,6,1,3,2,1,4,2,2,3,4,2,4,2,1,3,1,2,Psych,2,2,1,3,3,2,3,2,7,3,5,3,3,1,NA
PacificLutheranUniversity,37,880,7466745,18,I read the instructions,7,4,7,5,6,2,6,4,6,2,6,7,7,6,7,2,3,4,3,4,4,1,2,4,3,4,3,4,3,4,4,Chemistry or Kinesiology or Physics,1,1,4,1,2,4,3,2,6,1,5,5,1,1,NA
PacificLutheranUniversity,38,884,7466944,18,I read the instructions,3,2,7,1,5,5,6,1,5,7,7,7,7,5,6,1,3,2,1,4,3,1,2,2,3,4,2,1,3,2,4,Biology,3,3,3,4,2,3,2,2,2,3,4,3,3,1,NA
PacificLutheranUniversity,39,891,7467323,18,NA,6,5,7,4,5,4,6,3,5,5,6,5,5,7,6,1,1,2,1,3,3,3,2,3,4,4,2,2,4,3,4,Nursing,2,2,3,2,4,3,4,5,5,3,3,4,3,1,NA
PacificLutheranUniversity,40,896,7467457,18,I read the instructions,5,1,7,1,7,5,6,1,6,2,7,5,7,6,6,1,3,2,2,4,2,2,2,3,2,3,3,3,3,3,4,Education,2,1,3,2,2,3,3,2,5,1,5,4,1,1,NA
PacificLutheranUniversity,41,897,7467543,18,I read the instructions,3,4,6,5,5,5,6,2,5,5,6,5,7,4,6,1,2,2,2,3,2,3,3,4,4,4,4,3,3,4,4,undecided,3,3,2,4,3,3,3,4,3,3,4,4,2,1,NA
PacificLutheranUniversity,42,905,7469567,19,I read the instructions,6,1,7,5,7,3,7,5,5,3,2,2,3,4,3,1,2,2,1,3,3,3,3,3,2,2,2,3,2,3,3,NA,2,1,3,2,4,3,4,2,3,3,3,4,3,1,NA
PacificLutheranUniversity,43,908,7469714,18,I read the instructions,5,2,7,3,4,5,6,1,4,1,7,7,7,8,8,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,Undecided,2,2,4,2,4,3,2,2,1,3,3,3,3,1,NA
PacificLutheranUniversity,44,909,7469793,18,I read the instructions,6,5,5,2,7,5,5,2,6,3,4,2,3,3,3,1,2,4,2,3,2,2,2,3,2,4,4,2,3,3,3,Nursing,2,1,3,2,4,3,4,2,5,3,4,4,1,1,NA
PacificLutheranUniversity,45,2698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PacificLutheranUniversity,46,918,7470913,18,I read the instructions,6,1,3,2,5,5,6,7,6,5,8,6,3,7,5,1,2,2,1,4,2,4,2,4,3,3,3,2,2,3,4,Intended Nursing,1,1,3,4,4,4,3,2,5,3,4,3,4,1,NA
PacificLutheranUniversity,47,919,7471007,19,I read the instructions,6,5,6,5,5,3,6,2,5,3,5,3,3,4,5,1,2,2,1,2,3,3,3,3,3,3,3,2,3,2,4,Undecided,4,4,3,3,4,4,2,3,5,3,4,4,3,1,NA
PacificLutheranUniversity,48,2809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PacificLutheranUniversity,49,952,7473378,19,I read the instructions,7,2,6,5,6,3,7,5,5,7,7,4,5,2,3,2,2,2,2,3,3,2,2,3,1,4,3,3,2,3,4,Nursing,2,3,1,2,3,3,2,2,4,2,4,3,3,1,NA
PacificLutheranUniversity,50,953,7473471,19,I read the instructions,3,6,3,6,5,5,5,5,2,3,9,6,9,6,8,1,2,3,3,3,2,2,2,3,3,4,4,3,4,4,4,Undeclared,3,3,4,2,4,4,3,2,3,5,2,2,4,1,NA
PacificLutheranUniversity,51,957,7474471,18,I read the instructions,6,5,4,5,5,3,5,5,6,7,6,5,7,7,4,2,3,2,2,2,1,2,1,3,4,4,3,3,4,2,4,Undecided,2,2,3,2,4,3,4,3,6,3,3,3,4,1,NA
PacificLutheranUniversity,52,959,7474574,18,I read the instructions,7,6,7,6,7,1,5,1,3,5,7,6,5,5,7,1,4,3,2,4,4,4,2,4,4,2,4,1,4,4,2,Nursing,5,5,2,1,3,4,4,1,3,3,4,3,3,1,NA
PacificLutheranUniversity,53,965,7474678,19,I read the instructions,7,4,7,6,6,3,7,1,4,2,8,7,8,8,7,1,3,2,2,4,4,2,2,3,3,4,4,4,3,4,4,Nursing,3,2,3,2,3,3,4,3,5,3,3,4,3,1,NA
PacificLutheranUniversity,54,989,7475626,18,I read the instructions,2,2,6,5,5,6,7,2,5,4,8,8,8,7,5,1,2,2,2,3,3,3,3,3,2,4,3,2,3,4,4,Elementary Education,2,2,3,3,4,2,3,2,2,3,3,3,3,1,NA
PacificLutheranUniversity,55,990,7475670,18,I read the instructions,6,6,6,5,5,4,5,2,4,2,7,6,7,5,6,1,2,2,3,3,3,4,4,3,2,4,3,3,3,3,3,Kineseology,4,4,3,2,2,2,4,2,5,3,3,2,4,1,NA
PacificLutheranUniversity,56,991,7475732,18,I read the instructions.,5,4,6,5,6,5,6,3,4,1,8,5,6,6,8,1,4,3,3,4,3,2,2,3,3,4,3,2,3,3,4,Nursing,2,2,3,2,2,4,4,2,5,4,4,3,3,1,NA
PacificLutheranUniversity,57,1023,7477076,18,NA,6,2,6,5,5,2,5,1,3,4,7,7,7,7,7,1,2,1,1,3,3,1,2,4,2,4,3,1,3,4,3,biology,3,5,2,3,4,3,3,3,2,2,2,2,4,1,NA
PacificLutheranUniversity,58,1024,7477127,19,I read the instructions,5,3,7,4,3,7,4,1,6,1,8,5,9,9,8,1,3,3,2,2,2,2,3,3,4,4,3,3,4,4,4,Mathematics and Art,4,3,3,3,4,4,3,2,5,4,4,3,3,1,NA
PacificLutheranUniversity,59,1025,7477172,18,NA,6,2,6,2,6,4,6,2,6,2,7,8,7,8,8,1,2,2,1,2,2,3,3,3,2,3,3,4,3,4,3,kinesiology,2,2,1,3,3,2,3,4,6,3,4,4,2,1,NA
PacificLutheranUniversity,60,1756,7551674,18,I read the instructions,3,2,3,1,5,4,6,1,2,5,6,6,6,7,6,1,2,1,1,4,4,2,4,4,2,3,4,4,4,4,4,Nursing,3,3,1,2,4,1,4,3,6,3,3,3,4,1,NA
PacificLutheranUniversity,61,1758,7551790,22,I read the instructions,1,3,6,2,6,7,6,3,7,3,6,5,7,6,6,2,3,3,3,4,4,2,2,2,4,4,3,2,2,4,4,Chemistry,2,2,4,2,2,4,5,2,7,2,5,4,2,4,NA
PacificLutheranUniversity,62,1760,7551858,19,I read the instructions,6,5,5,4,5,6,6,6,6,3,6,4,5,4,3,2,2,2,2,3,3,2,1,4,3,4,3,4,3,4,4,Graphic Design,4,4,2,4,1,3,2,1,4,3,4,3,4,1,NA
PacificLutheranUniversity,63,1763,7551945,18,I read the instructions,5,3,5,2,6,4,5,1,6,3,6,7,7,8,7,1,2,2,1,3,3,2,3,3,2,4,2,1,3,4,4,Biology,2,2,3,2,3,3,2,2,6,1,5,4,3,1,NA
PacificLutheranUniversity,64,1793,7554127,21,I read the instructions,7,5,7,4,6,3,6,2,6,4,9,9,9,9,9,1,2,2,2,4,4,4,2,4,2,4,2,2,3,3,3,Biology,2,2,3,2,3,4,2,2,6,2,4,3,3,4,NA
PacificLutheranUniversity,65,1794,7554176,19,I read the instructions,5,4,7,4,5,7,7,1,7,5,7,2,4,5,5,1,2,3,2,3,2,2,2,3,3,4,4,2,3,3,4,Nursing,3,3,4,2,3,4,4,2,5,2,4,3,2,1,NA
PacificLutheranUniversity,66,1795,7554244,19,NA,5,7,6,7,7,6,6,1,4,5,5,6,5,5,7,1,3,3,4,4,4,4,4,4,3,3,3,4,3,4,3,Nursing,4,3,3,4,3,3,4,4,5,3,4,4,4,1,NA
PacificLutheranUniversity,67,1798,7554307,17,I READ THE INSTRUCTIONS,3,2,6,5,6,6,6,3,6,4,9,7,7,8,7,1,3,3,3,4,3,3,2,4,3,3,3,2,3,3,3,NURSING,5,5,2,2,2,3,4,3,3,2,2,2,4,1,NA
PacificLutheranUniversity,68,1800,7554398,18,I read the instructions,3,1,7,5,6,5,6,1,5,1,6,7,7,5,6,1,4,3,3,4,4,4,2,4,3,4,4,4,3,3,3,Nursing,2,3,4,3,2,4,4,1,5,3,4,4,3,1,NA
PacificLutheranUniversity,69,1802,7554517,18,I read the instructions,2,4,3,7,3,6,5,2,2,4,8,6,6,7,6,1,1,1,1,2,2,4,4,2,3,3,3,2,3,2,4,undecided,4,4,1,4,5,2,3,4,1,4,2,3,3,1,NA
PacificLutheranUniversity,7,741,7454295,17,I read the instructions,5,5,7,5,3,5,7,1,6,2,8,7,9,7,7,1,1,3,2,4,3,2,2,4,3,2,4,1,3,4,3,Nursing,3,2,2,2,3,3,4,2,4,4,3,3,5,1,NA
PacificLutheranUniversity,70,1813,7555202,18,I read the instructions,5,1,6,4,6,5,5,2,4,5,4,5,6,4,5,1,2,2,1,4,1,2,2,3,3,3,3,4,4,3,3,Nursing,4,3,1,2,3,3,3,3,3,4,3,2,4,1,NA
PacificLutheranUniversity,71,1814,7555319,19,I read the instructions,2,5,7,2,4,6,5,1,6,5,8,7,7,6,7,1,2,2,2,3,3,2,2,3,3,3,2,2,3,3,3,Economics,2,2,4,2,3,4,3,2,6,2,4,4,1,2,NA
PacificLutheranUniversity,72,1861,7557560,19,NA,5,2,6,2,6,5,6,3,6,2,8,5,6,9,7,2,3,3,3,3,4,2,2,3,3,1,2,2,2,3,2,Math,3,3,4,2,2,4,4,2,6,1,4,4,2,2,NA
PacificLutheranUniversity,73,1862,7557638,18,I read the instructions,4,6,7,7,7,7,7,1,4,7,7,1,5,5,6,1,1,1,1,1,3,4,4,2,3,4,2,2,4,1,4,Nursing,5,5,1,5,2,1,1,5,1,5,3,1,5,1,NA
PacificLutheranUniversity,74,1863,7557684,17,I read the instructions,5,5,6,6,7,5,6,2,7,4,9,7,8,8,9,1,4,4,3,4,4,1,2,4,4,4,4,4,4,4,4,Psychology & English,2,2,5,1,1,5,5,1,5,3,4,4,3,1,NA
PacificLutheranUniversity,75,1864,7557743,19,I read the instructions,6,2,5,1,6,4,6,1,5,1,7,8,9,8,7,1,3,3,2,3,4,3,3,4,2,4,4,4,4,4,4,Graphic Design,5,5,4,2,4,3,4,2,6,4,5,3,5,3,NA
PacificLutheranUniversity,76,1865,7557848,19,I read the instructions but jumped the gun on answering the question,4,2,6,5,5,7,7,4,5,3,5,4,5,6,7,2,1,2,1,3,3,3,4,4,3,4,4,3,3,3,4,Kinesiology,3,3,3,2,4,2,3,3,4,3,4,3,3,1,NA
PacificLutheranUniversity,77,1866,7557915,18,I read the instructions,2,5,7,2,5,6,4,5,6,6,2,1,3,5,3,2,3,1,3,3,4,4,3,4,4,4,3,2,4,3,3,Undecided,4,3,4,4,5,2,4,5,6,4,3,2,4,1,NA
PacificLutheranUniversity,78,1887,7558832,18,I read the instructions,6,6,6,2,6,5,4,5,5,3,8,4,6,7,7,1,2,3,3,3,3,3,3,3,4,3,2,2,2,4,3,Undecided,2,2,2,2,3,3,4,2,2,3,4,3,2,1,NA
PacificLutheranUniversity,79,1921,7567200,19,I read the instructions.,7,4,5,5,6,1,5,3,6,6,9,9,8,7,9,1,2,2,3,2,3,1,4,3,3,3,3,3,3,3,3,Psychology,4,3,4,3,4,3,2,2,3,5,2,1,3,1,NA
PacificLutheranUniversity,8,743,7454384,18,I read the instructions,6,5,6,5,6,6,7,4,6,2,7,6,5,6,6,1,2,3,2,3,3,2,2,3,3,4,4,2,3,4,4,Elementary Education,2,2,2,2,3,3,4,2,6,2,4,4,2,1,NA
PacificLutheranUniversity,80,1922,7567334,18,I read the instructions,3,5,6,2,6,5,5,2,6,3,6,6,5,6,6,2,4,4,4,4,4,2,1,4,4,3,3,3,3,4,3,Biology,2,2,4,2,3,4,5,2,6,2,4,4,1,1,NA
PacificLutheranUniversity,81,1951,7568977,18,I read the instructions,5,4,7,5,5,5,7,3,5,4,6,5,6,7,7,1,3,3,2,4,2,2,3,4,3,3,2,3,3,3,3,English,1,1,2,1,1,4,4,2,7,5,5,2,1,1,NA
PacificLutheranUniversity,82,1968,7570649,18,I read the instructions,5,4,5,5,6,5,4,2,6,2,6,8,6,6,5,2,2,3,4,3,2,2,3,4,3,3,4,3,3,3,4,Special Education,1,1,3,2,4,3,4,3,6,3,4,4,3,1,NA
PacificLutheranUniversity,83,1980,7570757,18,I read the instructions.,6,6,7,2,6,5,7,1,5,2,6,3,4,3,4,1,3,4,4,4,3,2,1,2,4,4,2,2,3,4,4,Nursing,4,4,3,2,4,4,4,2,5,2,2,2,3,1,NA
PacificLutheranUniversity,84,1981,7570904,19,I read the instructions,6,5,6,4,6,4,6,2,6,4,7,8,7,8,7,2,2,2,1,2,3,4,2,3,2,3,4,3,3,3,4,Undeclared,3,3,4,4,4,2,4,3,6,3,2,3,2,2,NA
PacificLutheranUniversity,85,1990,7571657,18,I read the instructions,3,5,7,4,4,2,4,1,5,4,5,4,7,5,5,1,3,2,2,3,2,3,2,3,3,2,2,1,3,2,3,Nursing,4,4,2,3,3,3,3,3,3,2,3,3,4,1,NA
PacificLutheranUniversity,86,1991,7571741,18,NA,2,2,6,5,5,7,7,1,5,5,5,5,4,4,4,1,2,3,2,3,2,2,1,3,3,4,3,2,4,4,4,Intended Nursing,5,5,4,2,2,4,4,2,3,4,3,2,3,1,NA
PacificLutheranUniversity,87,1992,7571817,18,NA,5,1,7,7,7,2,4,2,3,4,9,9,9,9,9,1,3,2,3,4,4,1,1,4,3,4,3,4,4,4,4,education,4,3,2,3,2,4,4,2,6,5,5,5,1,1,NA
PacificLutheranUniversity,88,2077,7579490,18,I read the instructions,6,6,6,5,6,6,6,3,6,4,8,2,1,6,6,2,2,1,1,3,2,3,3,3,2,3,3,3,3,3,3,Social work,2,2,3,4,4,2,4,3,6,3,4,3,3,1,NA
PacificLutheranUniversity,89,2078,7579539,18,I read the instructions,7,2,6,3,7,1,5,1,6,1,7,3,4,7,6,1,3,3,2,3,4,2,4,3,3,4,4,4,4,4,4,Undeclared,2,2,3,3,4,2,3,2,7,4,4,5,2,1,NA
PacificLutheranUniversity,9,745,7454511,24,I read the instructions,2,6,5,1,6,3,1,5,6,1,5,4,4,5,4,1,4,3,2,4,3,2,1,3,4,2,2,3,1,4,2,History,4,4,3,1,4,3,5,4,7,2,3,3,1,2,NA
PacificLutheranUniversity,90,2079,7579583,18,NA,7,2,7,2,7,1,7,5,6,2,7,8,5,5,4,2,3,4,2,4,3,4,2,4,4,4,3,2,3,3,4,Nursing,2,1,4,1,3,4,4,1,7,2,5,4,2,1,NA
PacificLutheranUniversity,91,2086,7580631,20,NA,6,5,7,7,6,3,6,1,2,4,9,8,7,8,6,1,2,3,4,4,4,3,2,3,3,4,4,4,3,3,3,Psychology,4,3,2,4,4,4,4,3,6,3,5,4,3,3,NA
PacificLutheranUniversity,92,2087,7580720,26,NA,4,4,2,1,5,7,7,2,6,6,9,9,9,8,1,2,3,4,1,4,3,2,3,4,4,4,4,3,2,2,4,Accouting,4,4,3,2,3,1,3,3,7,3,3,2,3,1,NA
PacificLutheranUniversity,93,2181,7600213,18,NA,5,4,6,2,5,5,5,1,5,2,4,6,5,4,5,1,2,2,2,3,2,3,3,3,3,3,3,2,3,2,2,Education,3,3,3,2,2,3,3,3,5,3,4,4,2,1,NA
PacificLutheranUniversity,94,2183,7600560,18,i read the instructions,2,3,6,4,3,5,6,1,4,5,4,4,4,5,4,1,2,2,2,3,3,2,2,3,3,3,3,2,1,2,3,Biology,3,3,3,3,4,3,2,2,2,3,3,4,3,1,NA
PacificLutheranUniversity,95,2188,7602716,22,I read the instructions,7,5,6,5,6,1,7,5,5,1,6,3,7,5,5,2,4,4,3,4,4,4,2,4,4,4,4,3,4,4,4,Biology,2,1,5,1,3,5,5,2,6,5,5,5,4,4,NA
PacificLutheranUniversity,96,2193,7602876,18,I read the instructions,6,1,6,5,2,4,6,3,3,4,9,6,4,6,5,1,2,3,2,2,1,2,2,3,3,4,1,2,2,2,4,Elementary Education,2,2,4,4,4,4,2,2,5,2,5,4,1,1,NA
PacificLutheranUniversity,97,2198,7603180,20,I read the instructions,5,6,7,5,6,5,3,3,5,2,7,7,6,3,6,1,2,3,3,4,2,3,2,4,3,3,3,2,2,3,3,Biology,3,2,4,2,4,4,4,2,6,4,3,3,4,2,NA
PacificLutheranUniversity,98,2211,7603423,19,I read the instructions,4,2,7,5,4,5,6,1,4,5,5,5,5,5,5,1,1,1,1,2,1,3,3,3,2,4,4,2,4,2,4,education,2,2,3,4,3,2,2,4,3,2,4,3,2,2,NA
PacificLutheranUniversity,99,2218,7603733,18,NA,3,5,6,5,6,5,6,4,5,2,7,5,6,6,6,1,2,2,2,3,4,3,3,3,4,4,4,1,4,4,4,Undecided (possibly psychology),3,2,3,3,4,3,4,3,4,3,4,3,2,1,NA
PacificLutheranUniversity,NA,2314,7608883,19,I read the instructions,6,4,7,5,7,2,5,1,4,4,4,5,3,6,5,1,3,3,2,4,4,2,3,4,4,4,4,2,4,4,4,Intended psychology,4,3,3,3,3,5,5,2,5,4,3,3,4,1,NA
PacificLutheranUniversity,NA,750,7454662,18,I read the instructions,1,2,6,6,6,6,6,3,3,2,7,5,6,7,7,1,2,3,2,4,4,3,2,3,3,2,3,3,4,3,2,Education,3,3,2,1,2,4,5,1,5,3,4,3,1,1,NA
PacificLutheranUniversity,NA,241,7405074,43,i read the instructions,7,3,5,3,7,1,6,5,6,6,6,3,7,3,5,2,3,3,2,3,3,3,2,3,3,3,4,2,4,4,4,phd in psychology,4,4,3,2,4,4,4,2,3,3,3,3,3,professor,NA
PacificLutheranUniversity,NA,907,7469693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
